COURSE CODE,TITLE,LOCAL CREDIT,ECTS CREDIT,REMAINING / TOTAL QUOTA,CAMPUS,CLASSROOM(S),INSTRUCTOR NAME,INSTRUCTOR SURNAME,ASSISTANT,TIME SLOT,FACULTY NAME,COURSE HOUR(S),LIVE SECTION	
ENGL1301.3,General English 1 (Vocational School) (3),3,4,7 / 75,Maslak,"B451, B451, B451",BERRAK,Ã–ZDENOÄžLU,STAFF,,School of Foreign Languages,3,NO	
ENGL1302.1,General English 2 (Vocational School) (3),3,4,9 / 65,Maslak,"B351, B351, B351",BERRAK,Ã–ZDENOÄžLU,STAFF,"Pazartesi 08:30 - 09:20, Pazartesi 09:30 - 10:20, Pazartesi 11:30 - 12:20",School of Foreign Languages,3,NO	
ENGL1302.2,General English 2 (Vocational School) (3),3,4,37 / 65,Maslak,"B451, B451, B451",AYÅžE YASEMÄ°N,ERDEMCÄ°,STAFF,"Pazartesi 08:30 - 09:20, Pazartesi 09:30 - 10:20, Pazartesi 11:30 - 12:20",School of Foreign Languages,3,NO	
ENGL1302.3,General English 2 (Vocational School) (3),3,4,0 / 65,Maslak,"B351, B351, B351",BERRAK,Ã–ZDENOÄžLU,STAFF,"Pazartesi 12:30 - 13:20, Pazartesi 13:30 - 14:20, Pazartesi 14:30 - 15:20",School of Foreign Languages,3,NO	
ENGL1302.4,General English 2 (Vocational School) (3),3,4,40 / 65,Maslak,"B451, B451, B451",AYÅžE YASEMÄ°N,ERDEMCÄ°,STAFF,"Pazartesi 12:30 - 13:20, Pazartesi 13:30 - 14:20, Pazartesi 14:30 - 15:20",School of Foreign Languages,3,NO	
ENGL1302.5,General English 2 (Vocational School) (3),3,4,26 / 65,Maslak,"B451, B451, B451",AYÅžE YASEMÄ°N,ERDEMCÄ°,STAFF,"Pazartesi 15:30 - 16:20, Pazartesi 16:30 - 17:20, Pazartesi 17:30 - 18:20",School of Foreign Languages,3,NO	
ENGL1302.6,General English 2 (Vocational School) (3),3,4,27 / 65,Maslak,"B351, B351, B351",NÄ°HAN,MARKOÃ‡ Ã–ZAYDIN,STAFF,"SalÄ± 08:30 - 09:20, SalÄ± 09:30 - 10:20, SalÄ± 11:30 - 12:20",School of Foreign Languages,3,NO	
ENGL1302.7,General English 2 (Vocational School) (3),3,4,53 / 65,Maslak,"B451, B451, B451",AYÅžE YASEMÄ°N,ERDEMCÄ°,STAFF,"SalÄ± 08:30 - 09:20, SalÄ± 09:30 - 10:20, SalÄ± 11:30 - 12:20",School of Foreign Languages,3,NO	
ENGL1302.8,General English 2 (Vocational School) (3),3,4,24 / 65,Maslak,"B351, B351, B351",NÄ°HAN,MARKOÃ‡ Ã–ZAYDIN,STAFF,"SalÄ± 12:30 - 13:20, SalÄ± 13:30 - 14:20, SalÄ± 14:30 - 15:20",School of Foreign Languages,3,NO	
ENGL1302.9,General English 2 (Vocational School) (3),3,4,39 / 65,Maslak,"B351, B351, B351",NÄ°HAN,MARKOÃ‡ Ã–ZAYDIN,STAFF,"Ã‡arÅŸamba 08:30 - 09:20, Ã‡arÅŸamba 09:30 - 10:20, Ã‡arÅŸamba 11:30 - 12:20",School of Foreign Languages,3,NO	
ENGL1302.10,General English 2 (Vocational School) (3),3,4,36 / 65,Maslak,"B351, B351, B351",NÄ°HAN,MARKOÃ‡ Ã–ZAYDIN,STAFF,,School of Foreign Languages,3,NO	
ENGL1302.11,General English 2 (Vocational School) (3),3,4,55 / 65,Maslak,"B351, B351, B351",BERRAK,Ã–ZDENOÄžLU,STAFF,"SalÄ± 08:30 - 09:20, SalÄ± 08:30 - 09:20",School of Foreign Languages,3,NO	
ENGL1302.12,General English 2 (Vocational School) (3),3,4,45 / 65,Maslak,"B351, B351, B351",BERRAK,Ã–ZDENOÄžLU,STAFF,"SalÄ± 08:30 - 09:20, SalÄ± 08:30 - 09:20",School of Foreign Languages,3,NO	
ENGL1302.13,General English 2 (Vocational School) (3),3,4,38 / 65,Maslak,"B351, B351, B351",AYÅžE YASEMÄ°N,ERDEMCÄ°,STAFF,"Ã‡arÅŸamba 08:30 - 09:20, Ã‡arÅŸamba 08:30 - 09:20",School of Foreign Languages,3,NO	
ENGL1302.14,General English 2 (Vocational School) (3),3,4,46 / 65,Maslak,"B351, B351, B351",AYÅžE YASEMÄ°N,ERDEMCÄ°,STAFF,"Ã‡arÅŸamba 08:30 - 09:20, Ã‡arÅŸamba 08:30 - 09:20",School of Foreign Languages,3,NO	
ENGL1302.15,General English 2 (Vocational School) (3),3,4,28 / 65,Maslak,"B351, B351, B351",BERRAK,Ã–ZDENOÄžLU,STAFF,,School of Foreign Languages,3,NO	
ENGL2101.1,Advanced Academic English 1B (3),3,5,0 / 30,Åžile,"-, -, -, -",Ä°HSAN OYA,KURALI,STAFF,"Ã‡arÅŸamba 08:30 - 09:20, Ã‡arÅŸamba 09:30 - 10:20, Ã‡arÅŸamba 11:30 - 12:20, Ã‡arÅŸamba 12:30 - 13:20",School of Foreign Languages,4,NO	
ENGL2101.2,Advanced Academic English 1B (3),3,5,20 / 30,Åžile,,Ä°HSAN OYA,KURALI,STAFF,"SalÄ± 08:30 - 09:20, SalÄ± 09:30 - 10:20",School of Foreign Languages,4,NO	
ENGL2102.1,Advanced Academic English 2B (3),3,5,17 / 20,Åžile,"-, -, -, -",Ä°HSAN OYA,KURALI,STAFF,"Ã‡arÅŸamba 13:30 - 14:20, Ã‡arÅŸamba 14:30 - 15:20, Ã‡arÅŸamba 15:30 - 16:20, Ã‡arÅŸamba 16:30 - 17:20",School of Foreign Languages,4,NO	
ENGL2104.1,Advanced Academic English 2A (3),3,4,13 / 20,Åžile,"DMF-101, DMF-101, DMF-101, DMF-101",NÃœKET,AYASLI,STAFF,"SalÄ± 15:30 - 16:20, SalÄ± 16:30 - 17:20",School of Foreign Languages,4,NO	
ENGL2104.2,Advanced Academic English 2A (3),3,4,1 / 30,Åžile,"-, -, -, -",HEDÄ°YE GAMZE,TÃœRKMEN,STAFF,"SalÄ± 12:30 - 13:20, SalÄ± 13:30 - 14:20",School of Foreign Languages,4,NO	
ENGL2204.1,General English 4A (3),3,4,16 / 24,Åžile,"-, -, -, -",BÃœLENT,ERYÄ°ÄžÄ°T,STAFF,"SalÄ± 12:30 - 13:20, SalÄ± 13:30 - 14:20",School of Foreign Languages,4,NO	
ENGL2204.2,General English 4A (3),3,4,10 / 24,Åžile,"-, -, -, -",BÃœLENT,ERYÄ°ÄžÄ°T,STAFF,"SalÄ± 15:30 - 16:20, SalÄ± 16:30 - 17:20, Ã‡arÅŸamba 08:30 - 09:20, Ã‡arÅŸamba 09:30 - 10:20",School of Foreign Languages,4,NO	
ENGL2204.3,General English 4A (3),3,4,0 / 24,Åžile,"-, -, -, -",MERVE,AÄžIRBAÅž,STAFF,,School of Foreign Languages,4,NO	
ENGL2204.4,General English 4A (3),3,4,14 / 24,Åžile,"-, -, -, -",BURCU,Ã‡ATALOLUK,STAFF,,School of Foreign Languages,4,NO	
ENGR2102.1,Mechanics of Materials (4),4,6,31 / 50,Åžile,"LMF-107, LMF-107, LMF-107, LMF-107",AHMET,ARAN,STAFF,,Faculty of Engineering and Natural Sciences,4,NO	
ENGR2102-PS.1,Mechanics of Materials,0,,31 / 50,Åžile,LMF-107,AHMET,ARAN,STAFF,,Faculty of Engineering and Natural Sciences,1,NO	
ENGR2104.1,Dynamics (3),3,5,5 / 50,Åžile,"DMF-312, DMF-312, DMF-312, DMF-312",ONUR,KESKÄ°N,STAFF,"Pazartesi 08:30 - 09:20, Pazartesi 09:30 - 10:20, Pazartesi 11:30 - 12:20, Pazartesi 12:30 - 13:20",Faculty of Engineering and Natural Sciences,4,NO	
ENGR4501.1,Digital Transformation (3),3,5,16 / 40,Åžile,"DMF-101, DMF-101, DMF-101",MEHMET CEMAL,GÃœLLÃœOÄžLU,STAFF,"Cuma 08:30 - 09:20, Cuma 09:30 - 10:20, Cuma 11:30 - 12:20",Faculty of Engineering and Natural Sciences,3,NO	
ENGR4901.1,Introduction to Design Projects (1),1,1,17 / 100,Åžile,ONLINE,MEHMET,DEMÄ°RKOL,STAFF,Ã‡arÅŸamba 08:30 - 09:20,Faculty of Engineering and Natural Sciences,1,YES	
ENT212.1,Computer Aided Industrial Design II (3),3,5,13 / 15,Online,"ONLINE, ONLINE",MUSTAFA BORA,TÃœMER,STAFF,,"Faculty of Arts, Design and Architecture",2,NO	
ENT212-L.1,Computer Aided Industrial Design II,0,0,13 / 15,Online,"ONLINE, ONLINE",MUSTAFA BORA,TÃœMER,STAFF,,"Faculty of Arts, Design and Architecture",2,NO	
ENT214.1,Mock Up and Prototype Construction Techniques II (3),3,4,5 / 10,Åžile,"D/K_113, D/K_113",ENES,TOPLUGÃœL,STAFF,"Cuma 08:30 - 09:20, Cuma 09:30 - 10:20","Faculty of Arts, Design and Architecture",2,NO	
ENT214-L.1,Mock Up and Prototype Construction Techniques II,0,0,5 / 10,Åžile,"D/K_113, D/K_113",ENES,TOPLUGÃœL,STAFF,"Cuma 11:30 - 12:20, Cuma 12:30 - 13:20","Faculty of Arts, Design and Architecture",2,NO	
ENT222.1,Materials and Production Techniques II (3),3,5,13 / 15,Åžile,"D/K-307, D/K-307",KENAN,DÃ–NMEZ,STAFF,"Ã‡arÅŸamba 08:30 - 09:20, Ã‡arÅŸamba 09:30 - 10:20","Faculty of Arts, Design and Architecture",2,NO	
ENT222-L.1,Materials and Production Techniques II,0,0,13 / 15,Åžile,"D/K-307, D/K-307",KENAN,DÃ–NMEZ,STAFF,"Ã‡arÅŸamba 11:30 - 12:20, Ã‡arÅŸamba 12:30 - 13:20","Faculty of Arts, Design and Architecture",2,NO	
ENT290.1,Industry Insternship I,0,0,12 / 15,Åžile,,SÄ°NEM BAHAR,TUNÃ‡ELLÄ°,STAFF,,"Faculty of Arts, Design and Architecture",0,NO	
ENT302.1,Industrial Design Studio IV (4),4,11,0 / 1,Åžile,"D/K-513, D/K-513, D/K-513, D/K-513, D/K-513, D/K-513, D/K-513, D/K-513",SÄ°NEM BAHAR,TUNÃ‡ELLÄ°,STAFF,"Pazartesi 08:30 - 09:20, Pazartesi 09:30 - 10:20, Pazartesi 11:30 - 12:20, Pazartesi 12:30 - 13:20, Pazartesi 13:30 - 14:20, Pazartesi 14:30 - 15:20, Pazartesi 15:30 - 16:20, Pazartesi 16:30 - 17:20","Faculty of Arts, Design and Architecture",8,NO	
ENT302.2,Industrial Design Studio IV (4),4,11,1 / 1,Åžile,"D/K-513, D/K-513, D/K-513, D/K-513, D/K-513, D/K-513, D/K-513, D/K-513",ETHEM HÃœRSU,Ã–KE,STAFF,"SalÄ± 08:30 - 09:20, SalÄ± 09:30 - 10:20, SalÄ± 11:30 - 12:20, SalÄ± 12:30 - 13:20, SalÄ± 13:30 - 14:20, SalÄ± 14:30 - 15:20, SalÄ± 15:30 - 16:20, SalÄ± 16:30 - 17:20","Faculty of Arts, Design and Architecture",8,NO	
ENT302.3,Industrial Design Studio IV (4),4,11,0 / 1,Åžile,"D/K-306, D/K-306, D/K-306, D/K-306, D/K-306, D/K-306, D/K-306, D/K-306",NURHAN,YILMAZ BORAND,STAFF,"SalÄ± 08:30 - 09:20, SalÄ± 09:30 - 10:20, SalÄ± 11:30 - 12:20, SalÄ± 12:30 - 13:20, SalÄ± 13:30 - 14:20, SalÄ± 14:30 - 15:20, SalÄ± 15:30 - 16:20, SalÄ± 16:30 - 17:20","Faculty of Arts, Design and Architecture",8,NO	
ENT302.4,Industrial Design Studio IV (4),4,11,0 / 1,Åžile,"D/K-308, D/K-308, D/K-308, D/K-308, D/K-308, D/K-308, D/K-308, D/K-308",Ã–ZCAN,MENEKÅžE,STAFF,"SalÄ± 08:30 - 09:20, SalÄ± 09:30 - 10:20, SalÄ± 11:30 - 12:20, SalÄ± 12:30 - 13:20, SalÄ± 13:30 - 14:20, SalÄ± 14:30 - 15:20, SalÄ± 15:30 - 16:20, SalÄ± 16:30 - 17:20","Faculty of Arts, Design and Architecture",8,NO	
ENT390.1,Industry Internship II,0,0,11 / 15,Åžile,,SÄ°NEM BAHAR,TUNÃ‡ELLÄ°,STAFF,,"Faculty of Arts, Design and Architecture",0,NO	
ENT401.1,Industrial Design Studio V (4),4,13,0 / 2,Åžile,"D/K-304, D/K-304, D/K-304, D/K-304, D/K-304, D/K-304, D/K-304, D/K-304",SÄ°NEM BAHAR,TUNÃ‡ELLÄ°,STAFF,"SalÄ± 08:30 - 09:20, SalÄ± 09:30 - 10:20, SalÄ± 11:30 - 12:20, SalÄ± 12:30 - 13:20, SalÄ± 13:30 - 14:20, SalÄ± 14:30 - 15:20, SalÄ± 15:30 - 16:20, SalÄ± 16:30 - 17:20","Faculty of Arts, Design and Architecture",8,NO	
ENT401.2,Industrial Design Studio V (4),4,13,0 / 1,Åžile,"D/K-513, D/K-513, D/K-513, D/K-513, D/K-513, D/K-513, D/K-513, D/K-513",ETHEM HÃœRSU,Ã–KE,STAFF,"SalÄ± 08:30 - 09:20, SalÄ± 09:30 - 10:20, SalÄ± 11:30 - 12:20, SalÄ± 12:30 - 13:20, SalÄ± 13:30 - 14:20, SalÄ± 14:30 - 15:20, SalÄ± 15:30 - 16:20, SalÄ± 16:30 - 17:20","Faculty of Arts, Design and Architecture",8,NO	
ENT401.3,Industrial Design Studio V (4),4,13,0 / 3,Åžile,"D/K-306, D/K-306, D/K-306, D/K-306, D/K-306, D/K-306, D/K-306, D/K-306",NURHAN,YILMAZ BORAND,STAFF,"SalÄ± 08:30 - 09:20, SalÄ± 09:30 - 10:20, SalÄ± 11:30 - 12:20, SalÄ± 12:30 - 13:20, SalÄ± 13:30 - 14:20, SalÄ± 14:30 - 15:20, SalÄ± 15:30 - 16:20, SalÄ± 16:30 - 17:20","Faculty of Arts, Design and Architecture",8,NO	
ENT401.4,Industrial Design Studio V (4),4,13,0 / 2,Åžile,"D/K-308, D/K-308, D/K-308, D/K-308, D/K-308, D/K-308, D/K-308, D/K-308",Ã–ZCAN,MENEKÅžE,STAFF,"SalÄ± 08:30 - 09:20, SalÄ± 09:30 - 10:20, SalÄ± 11:30 - 12:20, SalÄ± 12:30 - 13:20, SalÄ± 13:30 - 14:20, SalÄ± 14:30 - 15:20, SalÄ± 15:30 - 16:20, SalÄ± 16:30 - 17:20","Faculty of Arts, Design and Architecture",8,NO	
ENT490.1,Industrial Design Graduation Project (4),4,15,6 / 25,Åžile,"D/K-306, D/K-306, D/K-306, D/K-306, D/K-306, D/K-306, D/K-306, D/K-306",EMRE,Ã‡UBUKÃ‡U,STAFF,,"Faculty of Arts, Design and Architecture",8,NO	
ENTA1112.1,Basic Design II (3),3,7,7 / 30,Åžile,"D/K-204, D/K-204, D/K-204, D/K-204, D/K-204, D/K-204",NURHAN,YILMAZ BORAND,STAFF,"Cuma 08:30 - 09:20, Cuma 09:30 - 10:20, Cuma 11:30 - 12:20, Cuma 12:30 - 13:20, Cuma 13:30 - 14:20, Cuma 14:30 - 15:20","Faculty of Arts, Design and Architecture",6,NO	
ENTA1114.1,Visualisation For Industrial Design I (3),3,4,8 / 30,Åžile,"D/K-205, D/K-205",SOYHAN,BALTACI,STAFF,"Ã‡arÅŸamba 08:30 - 09:20, Ã‡arÅŸamba 09:30 - 10:20","Faculty of Arts, Design and Architecture",2,NO	
ENTA1114-L.1,Visualisation For Industrial Design I,0,0,8 / 30,Åžile,"D/K-205, D/K-205",SOYHAN,BALTACI,STAFF,"Ã‡arÅŸamba 11:30 - 12:20, Ã‡arÅŸamba 12:30 - 13:20","Faculty of Arts, Design and Architecture",2,NO	
ENTA2114.1,Structures and Systems in Industrial Design (3),3,5,3 / 30,Online,"D/K-313, D/K-313",Ä°BRAHÄ°M Ã‡AÄžRI,ÅžAHÄ°N,STAFF,"Ã‡arÅŸamba 08:30 - 09:20, Ã‡arÅŸamba 09:30 - 10:20","Faculty of Arts, Design and Architecture",2,NO	
ENTA2114-L.1,Structures and Systems in Industrial Design,0,0,3 / 30,Online,"D/K-313, D/K-313",Ä°BRAHÄ°M Ã‡AÄžRI,ÅžAHÄ°N,STAFF,"Ã‡arÅŸamba 11:30 - 12:20, Ã‡arÅŸamba 12:30 - 13:20","Faculty of Arts, Design and Architecture",2,NO	
ENTA2116.1,Computer Aided Design I (3),3,4,2 / 25,Online,"ONLINE, ONLINE",MUSTAFA BORA,TÃœMER,STAFF,,"Faculty of Arts, Design and Architecture",2,NO	
ENTA2116-L.1,Computer Aided Design I,0,0,2 / 25,Online,"ONLINE, ONLINE",MUSTAFA BORA,TÃœMER,STAFF,,"Faculty of Arts, Design and Architecture",2,NO	
ENTA2118.1,Design Research (3),3,5,4 / 30,Åžile,"D/K-101, D/K-101, D/K-101",SÄ°NEM BAHAR,TUNÃ‡ELLÄ°,STAFF,"Pazartesi 13:30 - 14:20, Pazartesi 14:30 - 15:20, Pazartesi 15:30 - 16:20","Faculty of Arts, Design and Architecture",3,NO	
ENTA2122.1,Mock Up and Prototype Construction Techniques (3),3,4,6 / 30,Åžile,"D/K-101, D/K-101",ENES,TOPLUGÃœL,STAFF,"Cuma 08:30 - 09:20, Cuma 09:30 - 10:20","Faculty of Arts, Design and Architecture",2,NO	
ENTA2122-L.1,Mock Up and Prototype Construction Techniques,0,0,6 / 30,Åžile,"D/K-101, D/K-101",ENES,TOPLUGÃœL,STAFF,"Cuma 11:30 - 12:20, Cuma 12:30 - 13:20","Faculty of Arts, Design and Architecture",2,NO	
ENTA2202.1,Industrial Design Studio I (4),4,6,0 / 6,Åžile,"D/K-102, D/K-102, D/K-102, D/K-102, D/K-102, D/K-102, D/K-102, D/K-102",SÄ°NEM BAHAR,TUNÃ‡ELLÄ°,STAFF,"SalÄ± 08:30 - 09:20, SalÄ± 09:30 - 10:20, SalÄ± 11:30 - 12:20, SalÄ± 12:30 - 13:20, SalÄ± 13:30 - 14:20, SalÄ± 14:30 - 15:20, SalÄ± 15:30 - 16:20, SalÄ± 16:30 - 17:20","Faculty of Arts, Design and Architecture",8,NO	
ENTA2202.2,Industrial Design Studio I (4),4,6,0 / 6,Åžile,"D/K-202, D/K-202, D/K-202, D/K-202, D/K-202, D/K-202, D/K-202, D/K-202",ETHEM HÃœRSU,Ã–KE,STAFF,"SalÄ± 08:30 - 09:20, SalÄ± 09:30 - 10:20, SalÄ± 11:30 - 12:20, SalÄ± 12:30 - 13:20, SalÄ± 13:30 - 14:20, SalÄ± 14:30 - 15:20, SalÄ± 15:30 - 16:20, SalÄ± 16:30 - 17:20","Faculty of Arts, Design and Architecture",8,NO	
ENTA2202.3,Industrial Design Studio I (4),4,6,0 / 7,Åžile,"D/K-112, D/K-112, D/K-112, D/K-112, D/K-112, D/K-112, D/K-112, D/K-112",NURHAN,YILMAZ BORAND,STAFF,"SalÄ± 08:30 - 09:20, SalÄ± 09:30 - 10:20, SalÄ± 11:30 - 12:20, SalÄ± 12:30 - 13:20, SalÄ± 13:30 - 14:20, SalÄ± 14:30 - 15:20, SalÄ± 15:30 - 16:20, SalÄ± 16:30 - 17:20","Faculty of Arts, Design and Architecture",8,NO	
ENTA2202.4,Industrial Design Studio I (4),4,6,0 / 6,Åžile,"D/K-206, D/K-206, D/K-206, D/K-206, D/K-206, D/K-206, D/K-206, D/K-206",Ã–ZCAN,MENEKÅžE,STAFF,"SalÄ± 08:30 - 09:20, SalÄ± 09:30 - 10:20, SalÄ± 11:30 - 12:20, SalÄ± 12:30 - 13:20, SalÄ± 13:30 - 14:20, SalÄ± 14:30 - 15:20, SalÄ± 15:30 - 16:20, SalÄ± 16:30 - 17:20","Faculty of Arts, Design and Architecture",8,NO	
ENTA3112.1,Packaging Design (3),3,4,4 / 20,Åžile,"D/K-507, D/K-507",ETHEM HÃœRSU,Ã–KE,STAFF,"Ã‡arÅŸamba 08:30 - 09:20, Ã‡arÅŸamba 09:30 - 10:20","Faculty of Arts, Design and Architecture",2,NO	
ENTA3112-L.1,Packaging Design,0,0,4 / 20,Åžile,"D/K-207, D/K-207",ETHEM HÃœRSU,Ã–KE,STAFF,"Ã‡arÅŸamba 11:30 - 12:20, Ã‡arÅŸamba 12:30 - 13:20","Faculty of Arts, Design and Architecture",2,NO	
ENTA3301.1,Industrial Design Studio II (4),4,8,0 / 1,Åžile,"D/K-212 , D/K-212 , D/K-212 , D/K-212 , D/K-212 , D/K-212",SÄ°NEM BAHAR,TUNÃ‡ELLÄ°,STAFF,"SalÄ± 08:30 - 09:20, SalÄ± 09:30 - 10:20, SalÄ± 11:30 - 12:20, SalÄ± 12:30 - 13:20, SalÄ± 13:30 - 14:20, SalÄ± 14:30 - 15:20","Faculty of Arts, Design and Architecture",8,NO	
ENTA3301.2,Industrial Design Studio II (4),4,8,0 / 1,Åžile,"D/K-513, D/K-513, D/K-513, D/K-513, D/K-513, D/K-513, D/K-513, D/K-513",ETHEM HÃœRSU,Ã–KE,STAFF,"SalÄ± 08:30 - 09:20, SalÄ± 09:30 - 10:20, SalÄ± 11:30 - 12:20, SalÄ± 12:30 - 13:20, SalÄ± 13:30 - 14:20, SalÄ± 14:30 - 15:20, SalÄ± 15:30 - 16:20, SalÄ± 16:30 - 17:20","Faculty of Arts, Design and Architecture",8,NO	
ENTA3301.3,Industrial Design Studio II (4),4,8,0 / 1,Åžile,"D/K-306, D/K-306, D/K-306, D/K-306, D/K-306, D/K-306, D/K-306, D/K-306",NURHAN,YILMAZ BORAND,STAFF,"SalÄ± 08:30 - 09:20, SalÄ± 09:30 - 10:20, SalÄ± 11:30 - 12:20, SalÄ± 12:30 - 13:20, SalÄ± 13:30 - 14:20, SalÄ± 14:30 - 15:20, SalÄ± 15:30 - 16:20, SalÄ± 16:30 - 17:20","Faculty of Arts, Design and Architecture",8,NO	
ENTA3301.4,Industrial Design Studio II (4),4,8,0 / 2,Åžile,"D/K-308, D/K-308, D/K-308, D/K-308, D/K-308, D/K-308, D/K-308, D/K-308",Ã–ZCAN,MENEKÅžE,STAFF,"SalÄ± 08:30 - 09:20, SalÄ± 09:30 - 10:20, SalÄ± 11:30 - 12:20, SalÄ± 12:30 - 13:20, SalÄ± 13:30 - 14:20, SalÄ± 14:30 - 15:20, SalÄ± 15:30 - 16:20, SalÄ± 16:30 - 17:20","Faculty of Arts, Design and Architecture",8,NO	
ENTA3302.1,Industrial Design Studio III (4),4,10,0 / 4,Åžile,"D/K-212, D/K-212, D/K-212, D/K-212, D/K-212, D/K-212, D/K-212, D/K-212",SÄ°NEM BAHAR,TUNÃ‡ELLÄ°,STAFF,"SalÄ± 08:30 - 09:20, SalÄ± 09:30 - 10:20, SalÄ± 11:30 - 12:20, SalÄ± 12:30 - 13:20, SalÄ± 13:30 - 14:20, SalÄ± 14:30 - 15:20, SalÄ± 15:30 - 16:20, SalÄ± 16:30 - 17:20","Faculty of Arts, Design and Architecture",8,NO	
ENTA3302.2,Industrial Design Studio III (4),4,10,0 / 5,Åžile,"D/K-208, D/K-208, D/K-208, D/K-208, D/K-208, D/K-208, D/K-208, D/K-208",ETHEM HÃœRSU,Ã–KE,STAFF,"SalÄ± 08:30 - 09:20, SalÄ± 09:30 - 10:20, SalÄ± 11:30 - 12:20, SalÄ± 12:30 - 13:20, SalÄ± 13:30 - 14:20, SalÄ± 14:30 - 15:20, SalÄ± 15:30 - 16:20, SalÄ± 16:30 - 17:20","Faculty of Arts, Design and Architecture",8,NO	
ENTA3302.3,Industrial Design Studio III (4),4,10,0 / 4,Åžile,"D/K-214, D/K-214, D/K-214, D/K-214, D/K-214, D/K-214, D/K-214, D/K-214",NURHAN,YILMAZ BORAND,STAFF,"SalÄ± 08:30 - 09:20, SalÄ± 09:30 - 10:20, SalÄ± 11:30 - 12:20, SalÄ± 12:30 - 13:20, SalÄ± 13:30 - 14:20, SalÄ± 14:30 - 15:20, SalÄ± 15:30 - 16:20, SalÄ± 16:30 - 17:20","Faculty of Arts, Design and Architecture",8,NO	
ENTA3302.4,Industrial Design Studio III (4),4,10,4 / 4,Åžile,"D/K-302, D/K-302, D/K-302, D/K-302, D/K-302, D/K-302, D/K-302, D/K-302",Ã–ZCAN,MENEKÅžE,STAFF,"SalÄ± 08:30 - 09:20, SalÄ± 09:30 - 10:20, SalÄ± 11:30 - 12:20, SalÄ± 12:30 - 13:20, SalÄ± 13:30 - 14:20, SalÄ± 14:30 - 15:20, SalÄ± 15:30 - 16:20, SalÄ± 16:30 - 17:20","Faculty of Arts, Design and Architecture",8,NO	
ENTA3509.1,Product Analysis (3),3,5,0 / 11,Åžile,"D/K-205, D/K-205",KENAN,DÃ–NMEZ,STAFF,"Ã‡arÅŸamba 13:30 - 14:20, Ã‡arÅŸamba 14:30 - 15:20","Faculty of Arts, Design and Architecture",2,NO	
ENTA3509-L.1,Product Analysis,0,0,0 / 11,Åžile,"D/K-205, D/K-205",KENAN,DÃ–NMEZ,STAFF,"Ã‡arÅŸamba 15:30 - 16:20, Ã‡arÅŸamba 16:30 - 17:20","Faculty of Arts, Design and Architecture",2,NO	
ENTA3510.1,Anthropology for Design (3),3,5,0 / 14,Online,"ONLINE, ONLINE",ABDURRAHMAN,YILMAZ,STAFF,,"Faculty of Arts, Design and Architecture",2,NO	
ENTA3510-L.1,Anthropology for Design,0,0,0 / 14,Online,"ONLINE, ONLINE",ABDURRAHMAN,YILMAZ,STAFF,,"Faculty of Arts, Design and Architecture",2,NO	
ENTA3602.1,Product Design From Sci-Fi To Future Reality (3),3,5,0 / 11,Åžile,"D/K-207, D/K-207, D/K-207, D/K-207",ETHEM HÃœRSU,Ã–KE,STAFF,"Ã‡arÅŸamba 13:30 - 14:20, Ã‡arÅŸamba 14:30 - 15:20, Ã‡arÅŸamba 15:30 - 16:20, Ã‡arÅŸamba 16:30 - 17:20","Faculty of Arts, Design and Architecture",4,NO	
ENTA3607.1,Display Design (3),3,5,10 / 10,Online,"ONLINE, ONLINE",DAMLA,Ã‡AÄžAL TAÅžDELEN,STAFF,,"Faculty of Arts, Design and Architecture",2,NO	
ENTA3607-L.1,Display Design,0,0,10 / 10,Online,"ONLINE, ONLINE",DAMLA,Ã‡AÄžAL TAÅžDELEN,STAFF,,"Faculty of Arts, Design and Architecture",2,NO	
ENTA4504.1,Introduction to Service Design (3),3,5,0 / 11,Åžile,"D/K-101, D/K-101",SÄ°NEM BAHAR,TUNÃ‡ELLÄ°,STAFF,"Pazartesi 08:30 - 09:20, Pazartesi 09:30 - 10:20","Faculty of Arts, Design and Architecture",2,NO	
ENTA4504-L.1,Introduction to Service Design,0,0,0 / 11,Åžile,"D/K-101, D/K-101",SÄ°NEM BAHAR,TUNÃ‡ELLÄ°,STAFF,"Pazartesi 11:30 - 12:20, Pazartesi 12:30 - 13:20","Faculty of Arts, Design and Architecture",2,NO	
ENTA4602.1,Design Theories (3),3,5,0 / 17,Online,"ONLINE, ONLINE, ONLINE",DAMLA,Ã‡AÄžAL TAÅžDELEN,STAFF,,"Faculty of Arts, Design and Architecture",3,NO	
FREN1101.1,Elementary French 1 (3),3,5,1 / 25,Åžile,"-, -, -, -",PINAR,SEZER,STAFF,"Cuma 08:30 - 09:20, Cuma 09:30 - 10:20, Cuma 11:30 - 12:20, Cuma 12:30 - 13:20",School of Foreign Languages,4,NO	
FREN1101.2,Elementary French 1 (3),3,5,0 / 25,Åžile,"-, -, -, -",PINAR,SEZER,STAFF,"Cuma 13:30 - 14:20, Cuma 14:30 - 15:20, Cuma 15:30 - 16:20, Cuma 16:30 - 17:20",School of Foreign Languages,4,NO	
GERM1101.1,Elementary German 1 (3),3,5,0 / 20,Åžile,D/K-103,GÃœLSÃœN,GENCER,STAFF,"Pazartesi 08:30 - 09:20, Pazartesi 09:30 - 10:20, Pazartesi 11:30 - 12:20, Pazartesi 12:30 - 13:20",School of Foreign Languages,4,NO	
