COURSE CODE,TITLE,LOCAL CREDIT,ECTS CREDIT,REMAINING / TOTAL QUOTA,CAMPUS,CLASSROOM(S),INSTRUCTOR NAME,INSTRUCTOR SURNAME,ASSISTANT,TIME SLOT,FACULTY NAME,COURSE HOUR(S),LIVE SECTION	
ITAL1101.1,Elementary Italian 1 (3),3,5,0 / 21,Åžile,"-, -, -, -",BURCU,CÃœSTAN SEZER,STAFF,"SalÄ± 08:30 - 09:20, SalÄ± 09:30 - 10:20, SalÄ± 11:30 - 12:20, SalÄ± 12:30 - 13:20",School of Foreign Languages,4,NO	
ITAL1101.2,Elementary Italian 1 (3),3,5,0 / 20,Åžile,"-, -, -, -",BURCU,CÃœSTAN SEZER,STAFF,"SalÄ± 13:30 - 14:20, SalÄ± 14:30 - 15:20, SalÄ± 15:30 - 16:20, SalÄ± 16:30 - 17:20",School of Foreign Languages,4,NO	
ITAL1101.3,Elementary Italian 1 (3),3,5,2 / 20,Åžile,"-, -, -, -",BURCU,CÃœSTAN SEZER,STAFF,,School of Foreign Languages,4,NO	
ITAL1102.1,Elementary Italian 2 (3),3,5,13 / 20,Åžile,"-, -, -, -",BURCU,CÃœSTAN SEZER,STAFF,,School of Foreign Languages,4,NO	
ITEC1001.1,Computer Literacy,0,1,27 / 75,Åžile,,SEYHUN,ALTUNBAY,STAFF,,"Faculty of Economics, Administrative and Social Sciences",0,YES	
ITEC3485.1,Mobile Application Development Using Java (3),3,5,5 / 25,Åžile,"LMF-319, LMF-319, LMF-319",ELÄ°F DENÄ°Z,YELMENOÄžLU,STAFF,"Cuma 08:30 - 09:20, Cuma 09:30 - 10:20, Cuma 11:30 - 12:20","Faculty of Economics, Administrative and Social Sciences",3,NO	
Ä°MÄ°M1102.1,Architectural Technical Drawing and Perspective II (3),3,6,13 / 15,Åžile,"D/K-511, D/K-511, D/K-511, D/K-511",SERPÄ°L,Ã–ZKER,STAFF,"SalÄ± 13:30 - 14:20, SalÄ± 14:30 - 15:20, SalÄ± 15:30 - 16:20, SalÄ± 16:30 - 17:20","Faculty of Arts, Design and Architecture",4,NO	
Ä°MÄ°M1104.1,Drawing and Representation Techniques II (3),3,5,14 / 15,Åžile,"D/K-405, D/K-405, D/K-405, D/K-405",EMRE,Ã‡UBUKÃ‡U,STAFF,"SalÄ± 13:30 - 14:20, SalÄ± 14:30 - 15:20, SalÄ± 15:30 - 16:20, SalÄ± 16:30 - 17:20","Faculty of Arts, Design and Architecture",4,NO	
Ä°MÄ°M1104.2,Drawing and Representation Techniques II (3),3,5,15 / 15,Åžile,"D/K-511, D/K-511, D/K-511, D/K-511",EMRE,Ã‡UBUKÃ‡U,STAFF,"Cuma 08:30 - 09:20, Cuma 09:30 - 10:20, Cuma 11:30 - 12:20, Cuma 12:30 - 13:20","Faculty of Arts, Design and Architecture",4,NO	
Ä°MÄ°M1114.1,Introduction to Project II (3),3,5,0 / 32,Åžile,"D/K-513, D/K-513, D/K-513, D/K-513",BETÃœL,OZAR,STAFF,"Ã‡arÅŸamba 08:30 - 09:20, Ã‡arÅŸamba 09:30 - 10:20, Ã‡arÅŸamba 11:30 - 12:20, Ã‡arÅŸamba 12:30 - 13:20","Faculty of Arts, Design and Architecture",4,NO	
Ä°MÄ°M1114.2,Introduction to Project II (3),3,5,5 / 26,Åžile,"D/K-513, D/K-513, D/K-513, D/K-513",BETÃœL,OZAR,STAFF,"Ã‡arÅŸamba 13:30 - 14:20, Ã‡arÅŸamba 14:30 - 15:20, Ã‡arÅŸamba 15:30 - 16:20, Ã‡arÅŸamba 16:30 - 17:20","Faculty of Arts, Design and Architecture",4,NO	
Ä°MÄ°M1116.1,Drawing and Representation Techniques (3),3,4,3 / 25,Åžile,"D/K-407, D/K-407, D/K-407, D/K-407",EMRE,Ã‡UBUKÃ‡U,STAFF,"SalÄ± 13:30 - 14:20, SalÄ± 14:30 - 15:20, SalÄ± 15:30 - 16:20, SalÄ± 16:30 - 17:20","Faculty of Arts, Design and Architecture",4,NO	
Ä°MÄ°M1116.2,Drawing and Representation Techniques (3),3,4,5 / 25,Åžile,"D/K-513, D/K-513, D/K-513, D/K-513",EMRE,Ã‡UBUKÃ‡U,STAFF,"Cuma 08:30 - 09:20, Cuma 09:30 - 10:20, Cuma 11:30 - 12:20, Cuma 12:30 - 13:20","Faculty of Arts, Design and Architecture",4,NO	
Ä°MÄ°M2202.1,Building Knowledge II (3),3,4,6 / 15,Åžile,"D/K-311, D/K-311, D/K-311, D/K-311",ZÃœLEYHA,AYKUT,STAFF,"SalÄ± 08:30 - 09:20, SalÄ± 09:30 - 10:20, SalÄ± 11:30 - 12:20, SalÄ± 12:30 - 13:20","Faculty of Arts, Design and Architecture",4,NO	
Ä°MÄ°M2206.1,The Knowledge of Interior Space II (3),3,4,3 / 27,Åžile,"D/K-111, D/K-111, D/K-111, D/K-111",EMRE,Ã‡UBUKÃ‡U,STAFF,"Pazartesi 13:30 - 14:20, Pazartesi 14:30 - 15:20, Pazartesi 15:30 - 16:20, Pazartesi 16:30 - 17:20","Faculty of Arts, Design and Architecture",4,NO	
Ä°MÄ°M2206.2,The Knowledge of Interior Space II (3),3,4,0 / 27,Åžile,"D/K-111, D/K-111, D/K-111, D/K-111",EMRE,Ã‡UBUKÃ‡U,STAFF,"Pazartesi 08:30 - 09:20, Pazartesi 09:30 - 10:20, Pazartesi 11:30 - 12:20, Pazartesi 12:30 - 13:20","Faculty of Arts, Design and Architecture",4,NO	
Ä°MÄ°M2212.1,History of Design II (3),3,3,0 / 50,Åžile,,EVANGELÄ°A,ÅžARLAK,STAFF,"Cuma 13:30 - 14:20, Cuma 14:30 - 15:20, Cuma 15:30 - 16:20","Faculty of Arts, Design and Architecture",3,YES	
Ä°MÄ°M2214.1,YapÄ± Ä°Ã§i KonstrÃ¼ksiyon II (3),3,4,1 / 38,Åžile,"D/K-411, D/K-411, D/K-411, D/K-411",GÃœLRU,KOCA,STAFF,"SalÄ± 13:30 - 14:20, SalÄ± 14:30 - 15:20, SalÄ± 15:30 - 16:20, SalÄ± 16:30 - 17:20","Faculty of Arts, Design and Architecture",4,NO	
Ä°MÄ°M2216.1,Ergonomics (3),3,3,16 / 40,Åžile,,SERKAN,AYDEMÄ°R,STAFF,"Ã‡arÅŸamba 13:30 - 14:20, Ã‡arÅŸamba 14:30 - 15:20, Ã‡arÅŸamba 15:30 - 16:20","Faculty of Arts, Design and Architecture",3,YES	
Ä°MÄ°M2218.1,Computer Aided Design II (3),3,3,6 / 40,Åžile,,VEYSEL HAKTAN,EKÄ°NCÄ°,STAFF,"Ã‡arÅŸamba 08:30 - 09:20, Ã‡arÅŸamba 09:30 - 10:20, Ã‡arÅŸamba 11:30 - 12:20","Faculty of Arts, Design and Architecture",3,YES	
Ä°MÄ°M2502.1,Structure (3),3,5,7 / 25,Åžile,"D/K-401, D/K-401, D/K-401",SAADET,AYTIS,STAFF,,"Faculty of Arts, Design and Architecture",3,YES	
Ä°MÄ°M2503.1,Image Processing on Computer (3),3,5,3 / 30,Åžile,,VEYSEL HAKTAN,EKÄ°NCÄ°,STAFF,"Cuma 08:30 - 09:20, Cuma 09:30 - 10:20, Cuma 11:30 - 12:20","Faculty of Arts, Design and Architecture",3,YES	
Ä°MÄ°M2504.1,Ergonomics (3),3,5,0 / 0,Åžile,,SERKAN,AYDEMÄ°R,STAFF,"Ã‡arÅŸamba 13:30 - 14:20, Ã‡arÅŸamba 14:30 - 15:20, Ã‡arÅŸamba 15:30 - 16:20","Faculty of Arts, Design and Architecture",3,YES	
Ä°MÄ°M2508.1,Installations (3),3,5,0 / 0,Åžile,,ZÃœLEYHA,AYKUT,STAFF,"SalÄ± 13:30 - 14:20, SalÄ± 14:30 - 15:20, SalÄ± 15:30 - 16:20","Faculty of Arts, Design and Architecture",3,NO	
Ä°MÄ°M2602.1,"City, Culture and Architecture: Ä°stanbul (3)",3,5,15 / 15,Åžile,"D/K-303, D/K-303, D/K-303",EVANGELÄ°A,ÅžARLAK,STAFF,"SalÄ± 08:30 - 09:20, SalÄ± 09:30 - 10:20, SalÄ± 11:30 - 12:20","Faculty of Arts, Design and Architecture",3,NO	
Ä°MÄ°M2901.1,Project I (3),3,7,0 / 1,Åžile,"D/K-302, D/K-302, D/K-302, D/K-302, D/K-302, D/K-302",BETÃœL,OZAR,STAFF,,"Faculty of Arts, Design and Architecture",6,NO	
Ä°MÄ°M2901.2,Project I (3),3,7,1 / 1,Åžile,"-, -, -, -, -, -",STAFF,,STAFF,,"Faculty of Arts, Design and Architecture",6,NO	
Ä°MÄ°M2901.3,Project I (3),3,7,1 / 1,Åžile,"-, -, -, -, -, -",ZÃœLEYHA,AYKUT,STAFF,,"Faculty of Arts, Design and Architecture",6,NO	
Ä°MÄ°M2902.1,Project II (3),3,8,1 / 5,Åžile,"D/K-302, D/K-302, D/K-302, D/K-302, D/K-302, D/K-302",BETÃœL,OZAR,STAFF,,"Faculty of Arts, Design and Architecture",6,NO	
Ä°MÄ°M2902.2,Project II (3),3,8,4 / 4,Åžile,"-, -, -, -, -, -",STAFF,,STAFF,,"Faculty of Arts, Design and Architecture",6,NO	
Ä°MÄ°M2902.3,Project II (3),3,8,2 / 4,Åžile,"-, -, -, -, -, -",ZÃœLEYHA,AYKUT,STAFF,,"Faculty of Arts, Design and Architecture",6,NO	
Ä°MÄ°M2911.1,Project I (3),3,8,0 / 2,Åžile,"D/K-302, D/K-302, D/K-302, D/K-302, D/K-302, D/K-302",BETÃœL,OZAR,STAFF,,"Faculty of Arts, Design and Architecture",6,NO	
Ä°MÄ°M2911.2,Project I (3),3,8,1 / 3,Åžile,"-, -, -, -, -, -",STAFF,,STAFF,,"Faculty of Arts, Design and Architecture",6,NO	
Ä°MÄ°M2911.3,Project I (3),3,8,1 / 3,Åžile,"-, -, -, -, -, -",ZÃœLEYHA,AYKUT,STAFF,,"Faculty of Arts, Design and Architecture",6,NO	
Ä°MÄ°M2912.1,Project II (3),3,8,0 / 8,Åžile,"D/K-302, D/K-302, D/K-302, D/K-302, D/K-302, D/K-302",BETÃœL,OZAR,STAFF,,"Faculty of Arts, Design and Architecture",6,NO	
Ä°MÄ°M2912.2,Project II (3),3,8,1 / 8,Åžile,"-, -, -, -, -, -",STAFF,,STAFF,,"Faculty of Arts, Design and Architecture",6,NO	
Ä°MÄ°M2912.3,Project II (3),3,8,1 / 8,Åžile,"-, -, -, -, -, -",ZÃœLEYHA,AYKUT,STAFF,,"Faculty of Arts, Design and Architecture",6,NO	
Ä°MÄ°M2991.1,Internship I,0,1,10 / 20,Åžile,,EMRE,Ã‡UBUKÃ‡U,STAFF,,"Faculty of Arts, Design and Architecture",0,NO	
Ä°MÄ°M3304.1,Furniture Design (3),3,4,5 / 25,Åžile,"D/K-511, D/K-511, D/K-511, D/K-511",SERPÄ°L,Ã–ZKER,STAFF,"SalÄ± 08:30 - 09:20, SalÄ± 09:30 - 10:20, SalÄ± 11:30 - 12:20, SalÄ± 12:30 - 13:20","Faculty of Arts, Design and Architecture",4,NO	
Ä°MÄ°M3310.1,Lighting (3),3,6,12 / 40,Åžile,"D/K-113, D/K-113, D/K-113",SEVDA,ERDOÄžAN,STAFF,"Ã‡arÅŸamba 13:30 - 14:20, Ã‡arÅŸamba 14:30 - 15:20, Ã‡arÅŸamba 15:30 - 16:20","Faculty of Arts, Design and Architecture",3,NO	
Ä°MÄ°M3312.1,Installations (3),3,6,8 / 40,Åžile,"D/K-105, D/K-105, D/K-105",ZÃœLEYHA,AYKUT,STAFF,"SalÄ± 13:30 - 14:20, SalÄ± 14:30 - 15:20, SalÄ± 15:30 - 16:20","Faculty of Arts, Design and Architecture",3,NO	
Ä°MÄ°M3314.1,Physical Environmental Control (3),3,6,0 / 39,Åžile,"DMF-201, DMF-201, DMF-201",GÃœLRU,KOCA,STAFF,"Cuma 08:30 - 09:20, Cuma 09:30 - 10:20, Cuma 11:30 - 12:20","Faculty of Arts, Design and Architecture",3,YES	
Ä°MÄ°M3316.1,Computer Aided Design IV (3),3,4,0 / 50,Åžile,"DMF-004, DMF-004, DMF-004",MUSTAFA BORA,TÃœMER,STAFF,"Cuma 13:30 - 14:20, Cuma 14:30 - 15:20, Cuma 15:30 - 16:20","Faculty of Arts, Design and Architecture",3,YES	
Ä°MÄ°M3501.1,Advanced 3D Representation Techniques (3),3,5,8 / 30,Åžile,"D/K-114, D/K-114, D/K-114",MUSTAFA BORA,TÃœMER,STAFF,"Cuma 08:30 - 09:20, Cuma 09:30 - 10:20, Cuma 11:30 - 12:20","Faculty of Arts, Design and Architecture",3,YES	
Ä°MÄ°M3503.1,Experimental Design (3),3,5,6 / 15,Åžile,,SERPÄ°L,Ã–ZKER,STAFF,"SalÄ± 13:30 - 14:20, SalÄ± 14:30 - 15:20, SalÄ± 15:30 - 16:20","Faculty of Arts, Design and Architecture",3,NO	
Ä°MÄ°M3504.1,Lighting (3),3,5,0 / 0,Åžile,"D/K-201, D/K-201, D/K-201",SEVDA,ERDOÄžAN,STAFF,"Ã‡arÅŸamba 13:30 - 14:20, Ã‡arÅŸamba 14:30 - 15:20, Ã‡arÅŸamba 15:30 - 16:20","Faculty of Arts, Design and Architecture",3,NO	
Ä°MÄ°M3505.1,Furniture (3),3,5,1 / 22,Åžile,"D/K-211, D/K-211, D/K-211",EMRE,Ã‡UBUKÃ‡U,STAFF,"SalÄ± 08:30 - 09:20, SalÄ± 09:30 - 10:20, SalÄ± 11:30 - 12:20","Faculty of Arts, Design and Architecture",3,NO	
Ä°MÄ°M3506.1,Urban Furnitures (3),3,5,6 / 15,Åžile,"D/K-401, D/K-401, D/K-401",ADNAN,UZUN,STAFF,"Ã‡arÅŸamba 13:30 - 14:20, Ã‡arÅŸamba 14:30 - 15:20, Ã‡arÅŸamba 15:30 - 16:20","Faculty of Arts, Design and Architecture",3,NO	
Ä°MÄ°M3603.1,Design For Everyone (3),3,5,9 / 15,Åžile,"D/K-401, D/K-401, D/K-401",ADNAN,UZUN,STAFF,"Ã‡arÅŸamba 08:30 - 09:20, Ã‡arÅŸamba 09:30 - 10:20, Ã‡arÅŸamba 11:30 - 12:20","Faculty of Arts, Design and Architecture",3,NO	
Ä°MÄ°M3901.1,Project III (3),3,8,0 / 0,Åžile,,SERPÄ°L,Ã–ZKER,STAFF,"Pazartesi 08:30 - 09:20, Pazartesi 09:30 - 10:20, Pazartesi 11:30 - 12:20, Pazartesi 12:30 - 13:20, Pazartesi 13:30 - 14:20, Pazartesi 14:30 - 15:20","Faculty of Arts, Design and Architecture",6,NO	
Ä°MÄ°M3901.2,Project III (3),3,8,0 / 0,Åžile,"D/K-511,  D/K-511,  D/K-511,  D/K-511,  D/K-511,  D/K-511",SERPÄ°L,Ã–ZKER,STAFF,,"Faculty of Arts, Design and Architecture",6,NO	
Ä°MÄ°M3901.3,Project III (3),3,8,0 / 0,Åžile,"-, -, -, -, -, -",SAADET,AYTIS,STAFF,,"Faculty of Arts, Design and Architecture",6,YES	
Ä°MÄ°M3901.4,Project III (3),3,8,1 / 4,Åžile,"D/K-112, D/K-112, D/K-112, D/K-112, D/K-112, D/K-112",NUH UÄžUR,KARSLI,STAFF,,"Faculty of Arts, Design and Architecture",6,YES	
Ä°MÄ°M3902.1,Project IV (3),3,8,0 / 0,Åžile,,SERPÄ°L,Ã–ZKER,STAFF,"Pazartesi 08:30 - 09:20, Pazartesi 09:30 - 10:20, Pazartesi 11:30 - 12:20, Pazartesi 12:30 - 13:20, Pazartesi 13:30 - 14:20, Pazartesi 14:30 - 15:20","Faculty of Arts, Design and Architecture",6,NO	
Ä°MÄ°M3902.2,Project IV (3),3,8,1 / 1,Åžile,"D/K-511,  D/K-511,  D/K-511,  D/K-511,  D/K-511,  D/K-511",SERPÄ°L,Ã–ZKER,STAFF,,"Faculty of Arts, Design and Architecture",6,NO	
Ä°MÄ°M3902.3,Project IV (3),3,8,1 / 5,Åžile,"-, -, -, -, -, -",SAADET,AYTIS,STAFF,,"Faculty of Arts, Design and Architecture",6,YES	
Ä°MÄ°M3902.4,Project IV (3),3,8,0 / 1,Åžile,"D/K-112, D/K-112, D/K-112, D/K-112, D/K-112, D/K-112",NUH UÄžUR,KARSLI,STAFF,,"Faculty of Arts, Design and Architecture",6,YES	
Ä°MÄ°M3911.1,Project III (3),3,8,0 / 0,Åžile,,SERPÄ°L,Ã–ZKER,STAFF,"Pazartesi 08:30 - 09:20, Pazartesi 09:30 - 10:20, Pazartesi 11:30 - 12:20, Pazartesi 12:30 - 13:20, Pazartesi 13:30 - 14:20, Pazartesi 14:30 - 15:20","Faculty of Arts, Design and Architecture",6,NO	
Ä°MÄ°M3911.2,Project III (3),3,8,1 / 2,Åžile,"D/K-511, D/K-511, D/K-511, D/K-511, D/K-511, D/K-511",SERPÄ°L,Ã–ZKER,STAFF,,"Faculty of Arts, Design and Architecture",6,NO	
Ä°MÄ°M3911.3,Project III (3),3,8,0 / 1,Åžile,"-, -, -, -, -, -",SAADET,AYTIS,STAFF,,"Faculty of Arts, Design and Architecture",6,YES	
Ä°MÄ°M3911.4,Project III (3),3,8,0 / 1,Åžile,"D/K-112, D/K-112, D/K-112, D/K-112, D/K-112, D/K-112",NUH UÄžUR,KARSLI,STAFF,,"Faculty of Arts, Design and Architecture",6,YES	
Ä°MÄ°M3912.1,Project IV (3),3,8,0 / 0,Åžile,,SERPÄ°L,Ã–ZKER,STAFF,"Pazartesi 08:30 - 09:20, Pazartesi 09:30 - 10:20, Pazartesi 11:30 - 12:20, Pazartesi 12:30 - 13:20, Pazartesi 13:30 - 14:20, Pazartesi 14:30 - 15:20","Faculty of Arts, Design and Architecture",6,NO	
Ä°MÄ°M3912.2,Project IV (3),3,8,0 / 5,Åžile,"D/K-511, D/K-511, D/K-511, D/K-511, D/K-511, D/K-511",SERPÄ°L,Ã–ZKER,STAFF,,"Faculty of Arts, Design and Architecture",6,NO	
Ä°MÄ°M3912.3,Project IV (3),3,8,1 / 11,Åžile,"-, -, -, -, -, -",SAADET,AYTIS,STAFF,,"Faculty of Arts, Design and Architecture",6,YES	
Ä°MÄ°M3912.4,Project IV (3),3,8,1 / 11,Åžile,"D/K-112, D/K-112, D/K-112, D/K-112, D/K-112, D/K-112",NUH UÄžUR,KARSLI,STAFF,,"Faculty of Arts, Design and Architecture",6,YES	
Ä°MÄ°M3991.1,Internship II,0,1,12 / 20,Åžile,,EMRE,Ã‡UBUKÃ‡U,STAFF,,"Faculty of Arts, Design and Architecture",0,NO	
Ä°MÄ°M4601.1,Terrace Garden (3),3,5,2 / 15,Åžile,"D/K-112, D/K-112, D/K-112",EMRE,Ã‡UBUKÃ‡U,STAFF,"Cuma 13:30 - 14:20, Cuma 14:30 - 15:20, Cuma 15:30 - 16:20","Faculty of Arts, Design and Architecture",3,NO	
Ä°MÄ°M4901.1,Project V (3),3,10,0 / 0,Åžile,,SERPÄ°L,Ã–ZKER,STAFF,"Pazartesi 08:30 - 09:20, Pazartesi 11:30 - 12:20, Pazartesi 12:30 - 13:20, Pazartesi 13:30 - 14:20, Pazartesi 14:30 - 15:20","Faculty of Arts, Design and Architecture",6,NO	
Ä°MÄ°M4901.2,Project V (3),3,10,0 / 5,Åžile,"D/K-511, D/K-511, D/K-511, D/K-511, D/K-511, D/K-511",SERPÄ°L,Ã–ZKER,STAFF,,"Faculty of Arts, Design and Architecture",6,NO	
Ä°MÄ°M4901.3,Project V (3),3,10,1 / 1,Åžile,"-, -, -, -, -, -",SAADET,AYTIS,STAFF,,"Faculty of Arts, Design and Architecture",6,YES	
Ä°MÄ°M4901.4,Project V (3),3,10,1 / 1,Åžile,"D/K-112, D/K-112, D/K-112, D/K-112, D/K-112, D/K-112",NUH UÄžUR,KARSLI,STAFF,,"Faculty of Arts, Design and Architecture",6,YES	
Ä°MÄ°M4902.1,Graduation Project  (3),3,10,2 / 28,Åžile,"D/K-302, D/K-302, D/K-302, D/K-302, D/K-302, D/K-302",MEHMET ENGÄ°N,BALTACI,STAFF,"Pazartesi 08:30 - 09:20, Pazartesi 09:30 - 10:20, Pazartesi 11:30 - 12:20, Pazartesi 12:30 - 13:20, Pazartesi 13:30 - 14:20, Pazartesi 14:30 - 15:20","Faculty of Arts, Design and Architecture",6,NO	
Ä°MÄ°M4911.1,Project V (3),3,8,0 / 0,Åžile,,SERPÄ°L,Ã–ZKER,STAFF,"Pazartesi 08:30 - 09:20, Pazartesi 09:30 - 10:20, Pazartesi 11:30 - 12:20, Pazartesi 12:30 - 13:20, Pazartesi 13:30 - 14:20, Pazartesi 14:30 - 15:20","Faculty of Arts, Design and Architecture",6,NO	
Ä°MÄ°M4911.2,Project V (3),3,8,1 / 3,Åžile,"D/K-511, D/K-511, D/K-511, D/K-511, D/K-511, D/K-511",SERPÄ°L,Ã–ZKER,STAFF,,"Faculty of Arts, Design and Architecture",6,NO	
Ä°MÄ°M4911.3,Project V (3),3,8,0 / 0,Åžile,"-, -, -, -, -, -",SAADET,AYTIS,STAFF,,"Faculty of Arts, Design and Architecture",6,YES	
Ä°MÄ°M4911.4,Project V (3),3,8,0 / 0,Åžile,"D/K-112, D/K-112, D/K-112, D/K-112, D/K-112, D/K-112",NUH UÄžUR,KARSLI,STAFF,,"Faculty of Arts, Design and Architecture",6,YES	
Ä°MÄ°M4912.1,Graduation Project (3),3,8,0 / 0,Åžile,"D/K-302, D/K-302, D/K-302, D/K-302, D/K-302, D/K-302",MEHMET ENGÄ°N,BALTACI,STAFF,"Pazartesi 08:30 - 09:20, Pazartesi 09:30 - 10:20, Pazartesi 11:30 - 12:20, Pazartesi 12:30 - 13:20, Pazartesi 13:30 - 14:20, Pazartesi 14:30 - 15:20","Faculty of Arts, Design and Architecture",6,NO	
Ä°NÅžA2910.1,Summer Practice I,0,1,48 / 50,Online,,BORA,AKÅžAR,STAFF,,Faculty of Engineering and Natural Sciences,0,NO	
Ä°NÅžA3910.1,Summer Practice II,0,1,48 / 50,Online,,BORA,AKÅžAR,STAFF,,Faculty of Engineering and Natural Sciences,0,NO	
Ä°NÅžA4456.1,Tunnel Engineering (3),3,5,0 / 0,Åžile,"DMF-200, DMF-200, DMF-200",STAFF,,STAFF,"Pazartesi 09:30 - 10:20, Pazartesi 11:30 - 12:20, Pazartesi 12:30 - 13:20",Faculty of Engineering and Natural Sciences,3,YES	
Ä°NÅžA4651.1,Hydrology and Water Resources (3),3,5,13 / 15,Åžile,"DMF-301, DMF-301, DMF-301",BÄ°HRAT,Ã–NÃ–Z,STAFF,"SalÄ± 11:30 - 12:20, SalÄ± 12:30 - 13:20, SalÄ± 13:30 - 14:20",Faculty of Engineering and Natural Sciences,3,YES	
Ä°NÅžA4902.1,Graduation Design Project  (3),3,6,29 / 30,Online,,BÄ°HRAT,Ã–NÃ–Z,STAFF,,Faculty of Engineering and Natural Sciences,0,NO	
Ä°NTO1002.1,Ethics (1),1,1,44 / 60,Online,ONLINE,BEDRÄ° SÄ°NA,GÃœNEÅž,STAFF,Cuma 12:30 - 13:20,"Faculty of Economics, Administrative and Social Sciences",1,YES	
Ä°NTO1101.1,History of Civilization I (3),3,5,20 / 40,Åžile,"D/K-105, D/K-105, D/K-105",BEDRÄ° SÄ°NA,GÃœNEÅž,STAFF,,"Faculty of Economics, Administrative and Social Sciences",3,NO	
Ä°NTO3307.1,"Environment, Technology and Society (3)",3,5,0 / 40,Åžile,"D/K-105, D/K-105, D/K-105",BEDRÄ° SÄ°NA,GÃœNEÅž,STAFF,,"Faculty of Economics, Administrative and Social Sciences",3,NO	
Ä°NTO4102.1,City and Culture: Istanbul (3),3,5,0 / 41,Åžile,"DMF-312, DMF-312, DMF-312",BEDRÄ° SÄ°NA,GÃœNEÅž,STAFF,"Cuma 08:30 - 09:20, Cuma 09:30 - 10:20, Cuma 11:30 - 12:20","Faculty of Economics, Administrative and Social Sciences",3,NO	
Ä°SAG1401.1,FUNDAMENTALS OF OCCUPATIONAL HEALTH AND SAFETY (3),3,5,1 / 30,Maslak,"B351, B351, B351",LEVENT,Ä°NCEDERE,STAFF,,Vocational School,3,NO	
Ä°SAG1421.1,Presentation Techniques (3),3,5,37 / 40,Maslak,"A317, A317, A317",ATEÅž,KIVILCIM,STAFF,"SalÄ± 08:30 - 09:20, SalÄ± 09:30 - 10:20, SalÄ± 11:30 - 12:20",Vocational School,3,NO	
Ä°SAG4411.1,Occupational Health and Safety I,0,2,123 / 150,Online,"ONLINE, ONLINE",AYÅžENUR,GÃœL,STAFF,,Faculty of Engineering and Natural Sciences,2,NO	
Ä°SAG4412.1,Occupational Health and Safety II,0,2,109 / 150,Online,"ONLINE, ONLINE",AYÅžENUR,GÃœL,STAFF,"SalÄ± 08:30 - 09:20, SalÄ± 09:30 - 10:20",Faculty of Engineering and Natural Sciences,2,NO	
Ä°ÅžLE1302.1,Principles of Management (3),3,6,26 / 50,Åžile,"DMF-411, DMF-411, DMF-411",ASLI,TUNCAY Ã‡ELÄ°KEL,STAFF,"SalÄ± 08:30 - 09:20, SalÄ± 09:30 - 10:20, SalÄ± 11:30 - 12:20","Faculty of Economics, Administrative and Social Sciences",3,NO	
Ä°ÅžLE3042.1,New Product Development (3),3,5,15 / 50,Åžile,"D/K-501, D/K-501, D/K-501",ASLI,TUNCAY Ã‡ELÄ°KEL,STAFF,"SalÄ± 14:30 - 15:20, SalÄ± 15:30 - 16:20, SalÄ± 16:30 - 17:20","Faculty of Economics, Administrative and Social Sciences",3,NO	
Ä°ÅžLE3632.1,Human Resources Management (3),3,6,1 / 50,Åžile,"LMF-117, LMF-117, LMF-117",YEÅžÄ°M PINAR,SOYKUT,STAFF,"Pazartesi 12:30 - 13:20, Pazartesi 13:30 - 14:20, Pazartesi 14:30 - 15:20","Faculty of Economics, Administrative and Social Sciences",3,NO	
Ä°ÅžLE3636.1,Motivation at Workplace (3),3,5,25 / 50,Åžile,"LMF-117, LMF-117, LMF-117",AHMET HAKAN,YÃœKSEL,STAFF,"Ã‡arÅŸamba 12:30 - 13:20, Ã‡arÅŸamba 13:30 - 14:20, Ã‡arÅŸamba 14:30 - 15:20","Faculty of Economics, Administrative and Social Sciences",3,NO	
Ä°ÅžLE4068.1,Digital Transformation Management (3),3,5,45 / 50,Åžile,"D/K-305, D/K-305, D/K-305",FÄ°GEN,HARAVON,STAFF,,"Faculty of Economics, Administrative and Social Sciences",3,YES	
Ä°ÅžLE4572.1,Managerial Decision Making (3),3,5,26 / 35,Åžile,"D/K-407, D/K-407, D/K-407",GAMZE,KARAYAZ,STAFF,"SalÄ± 08:30 - 09:20, SalÄ± 09:30 - 10:20, SalÄ± 11:30 - 12:20","Faculty of Economics, Administrative and Social Sciences",3,NO	
Ä°YAR1121.1,Ambulans EÄŸitimi (3),3,5,8 / 80,Maslak,"B108, B108, B108",ERCAN,YAYLA,STAFF,"SalÄ± 15:30 - 16:20, SalÄ± 16:30 - 17:20, SalÄ± 17:30 - 18:20",Vocational School,0,NO	
Ä°YAR1121.2,Ambulans EÄŸitimi (3),3,5,38 / 80,Maslak,"B151, B151, B151",ERCAN,YAYLA,STAFF,"SalÄ± 08:30 - 09:20, SalÄ± 08:30 - 09:20",Vocational School,0,NO	
Ä°YAR1122.1,Acil Hasta BakÄ±mÄ± II (3),3,5,0 / 27,Maslak,"A415 A402, A415 A402, A415 A402",GÃœNEÅž,Ã‡EVÄ°K,STAFF,"SalÄ± 12:30 - 13:20, SalÄ± 13:30 - 14:20, SalÄ± 14:30 - 15:20",Vocational School,0,NO	
Ä°YAR1122.2,Acil Hasta BakÄ±mÄ± II (3),3,5,5 / 27,Maslak,"A415 A402, A415 A402, A415 A402",GÃœNEÅž,Ã‡EVÄ°K,STAFF,,Vocational School,0,NO	
